task_id,employee_id,date,task_description,estimated_duration,actual_duration,priority,deadline_days,mood,workload,project,dept,breaks,interruptions,remote_work,manager_id,team_size,completed,status,notes,tools_used
714,EMP62,10/13/2025,Bug fixing,"1,9","2,2",Medium,6,Happy,9,New Project RFP,QA,2,2,75%,MGR322,3,No,Done,Ready for submission,"Figma, Power BI"
715,EMP73,10/16/2025,Design dashboard,"3,2","3,1",Medium,6,Happy,1,CRM Update,QA,0,0,0%,MGR406,10,No,Ongoing,Ready for submission,"Figma, Power BI"
716,EMP130,09/22/2025,Code feature,"2,8","2,6",Medium,2,Calm,4,App QA Cycle,IT,2,0,75%,MGR354,4,Yes,Done,Good team engagement,"VSCode, GitHub"
717,EMP86,10/15/2025,Bug fixing,"2,4","2,3",Medium,6,Focused,2,Client Dashboard,IT,0,2,0%,MGR396,3,No,Done,UI feedback pending,"Word, Excel"
718,EMP169,09/24/2025,Bug fixing,"3,9","3,7",Medium,6,Stressed,1,Q4 Review Report,HR,0,5,100%,MGR310,3,Yes,Ongoing,Needed extra research,"JIRA, PyCharm"
719,EMP174,10/03/2025,Team meeting,"3,2","3,2",Medium,4,Happy,10,App QA Cycle,HR,1,5,50%,MGR380,15,Yes,Delayed,Follow up required,"JIRA, PyCharm"
720,EMP176,09/18/2025,Team meeting,"1,8","1,7",Medium,7,Stressed,1,App QA Cycle,QA,2,1,0%,MGR331,15,No,Ongoing,Blocked by dependencies,"Zoom, Slack"
721,EMP135,10/06/2025,Design dashboard,"1,8",2,Low,7,Tired,9,App QA Cycle,IT,0,5,50%,MGR304,12,No,Done,UI feedback pending,"Figma, Power BI"
722,EMP133,09/24/2025,Write proposal,"3,5","3,5",Medium,4,Focused,2,All-Hands Sync,QA,1,5,0%,MGR398,6,Yes,Ongoing,Good team engagement,Google Docs
723,EMP166,10/12/2025,Design dashboard,"2,5",3,Low,1,Calm,8,Q4 Review Report,HR,2,4,75%,MGR343,9,Yes,Delayed,Revision requested,"VSCode, GitHub"
724,EMP82,09/23/2025,Code feature,"1,5","1,5",Low,6,Stressed,2,App QA Cycle,Analytics,0,2,75%,MGR371,5,No,Ongoing,Customer issue,"Figma, Power BI"
725,EMP51,10/08/2025,Code feature,"3,3","3,8",Low,6,Tired,2,Client Dashboard,HR,0,4,100%,MGR316,12,No,Delayed,Follow up required,"Figma, Power BI"
726,EMP184,10/12/2025,Write proposal,2,2,Medium,7,Calm,4,All-Hands Sync,Analytics,1,0,0%,MGR322,7,Yes,Ongoing,Code reviewed twice,Google Docs
727,EMP114,09/21/2025,Team meeting,"2,2","2,7",Medium,5,Stressed,5,Q4 Review Report,Sales,2,1,75%,MGR408,7,No,Ongoing,Good team engagement,Google Docs
728,EMP189,10/06/2025,Write proposal,"3,1","3,2",High,1,Tired,1,New Project RFP,QA,1,1,50%,MGR356,9,No,Done,Audit scheduled,"Zoom, Slack"
729,EMP57,10/10/2025,Design dashboard,"2,4","2,6",Low,1,Focused,6,All-Hands Sync,Sales,2,0,50%,MGR422,12,Yes,Delayed,Ready for submission,"Figma, Power BI"
730,EMP116,09/18/2025,Team meeting,"3,5",4,High,7,Calm,4,Client Dashboard,Analytics,0,3,75%,MGR376,15,Yes,Done,Revision requested,"JIRA, PyCharm"
731,EMP106,09/30/2025,Design dashboard,1,"1,2",Medium,3,Tired,7,Q4 Review Report,Sales,2,2,50%,MGR349,13,No,Done,Good team engagement,"Zoom, Slack"
732,EMP168,10/14/2025,Write report,"1,8","1,9",Low,3,Tired,3,New Project RFP,IT,1,5,75%,MGR374,4,Yes,Done,Blocked by dependencies,"Figma, Power BI"
733,EMP186,09/17/2025,Team meeting,"1,3","1,8",Low,7,Focused,2,Client Dashboard,IT,1,3,25%,MGR314,3,No,Delayed,Good team engagement,"Word, Excel"
734,EMP50,10/03/2025,Design dashboard,"1,3","1,5",Medium,5,Tired,3,Client Dashboard,QA,0,0,0%,MGR361,8,No,Delayed,Audit scheduled,"VSCode, GitHub"
735,EMP187,10/10/2025,Bug fixing,"3,9","3,9",Low,7,Stressed,8,Client Dashboard,QA,1,5,75%,MGR394,2,Yes,Done,Code reviewed twice,"Word, Excel"
736,EMP145,10/07/2025,Design dashboard,"3,9","3,8",Low,2,Stressed,10,New Project RFP,Sales,1,2,0%,MGR346,8,No,Ongoing,Follow up required,"Zoom, Slack"
737,EMP166,09/21/2025,Write report,"2,6","2,9",Medium,1,Focused,3,App QA Cycle,Analytics,1,4,100%,MGR425,3,Yes,Done,Code reviewed twice,"VSCode, GitHub"
738,EMP173,10/09/2025,Code feature,"2,6","2,8",High,5,Tired,6,Q4 Review Report,Analytics,0,4,25%,MGR341,3,No,Done,Code reviewed twice,"Word, Excel"
739,EMP149,09/26/2025,Team meeting,"3,2","3,7",Low,2,Tired,1,CRM Update,HR,0,4,50%,MGR413,4,No,Ongoing,UI feedback pending,Google Docs
740,EMP110,10/06/2025,Write proposal,"3,3","3,8",Low,2,Stressed,1,CRM Update,Analytics,0,1,50%,MGR355,4,Yes,Ongoing,UI feedback pending,"Zoom, Slack"
741,EMP52,10/10/2025,Write proposal,"3,1","2,9",Medium,1,Focused,5,All-Hands Sync,QA,2,1,75%,MGR416,3,No,Ongoing,Follow up required,"Figma, Power BI"
742,EMP56,10/04/2025,Code feature,"3,9",4,High,6,Happy,4,Client Dashboard,HR,2,5,100%,MGR341,8,Yes,Delayed,Follow up required,"JIRA, PyCharm"
743,EMP26,10/17/2025,Write proposal,"2,5","2,4",High,1,Happy,2,New Project RFP,Analytics,2,4,75%,MGR316,7,Yes,Delayed,UI feedback pending,"Zoom, Slack"
744,EMP57,10/14/2025,Code feature,"3,1","3,1",Medium,1,Stressed,7,CRM Update,QA,0,0,25%,MGR378,11,No,Done,Revision requested,"Zoom, Slack"
745,EMP199,10/05/2025,Team meeting,"3,8","3,7",Low,3,Focused,2,Q4 Review Report,IT,1,3,25%,MGR388,14,No,Delayed,Audit scheduled,"VSCode, GitHub"
746,EMP86,09/17/2025,Design dashboard,"1,1",1,Low,6,Calm,3,CRM Update,QA,2,5,50%,MGR313,13,No,Ongoing,Blocked by dependencies,"Figma, Power BI"
747,EMP175,09/30/2025,Design dashboard,4,"4,1",Medium,2,Tired,6,App QA Cycle,Sales,1,2,75%,MGR358,6,Yes,Delayed,Follow up required,"Zoom, Slack"
748,EMP43,10/07/2025,Write report,"2,7","2,8",High,6,Calm,2,CRM Update,Sales,0,0,50%,MGR426,14,Yes,Delayed,Revision requested,"Figma, Power BI"
749,EMP54,10/02/2025,Bug fixing,"1,9","1,8",Low,6,Focused,2,App QA Cycle,Analytics,2,1,0%,MGR408,13,No,Done,Revision requested,"Figma, Power BI"
750,EMP175,09/18/2025,Write proposal,"3,1","3,1",Medium,2,Focused,4,CRM Update,Analytics,1,1,100%,MGR390,2,No,Delayed,Follow up required,"VSCode, GitHub"
751,EMP115,09/20/2025,Team meeting,"1,6","1,7",Low,2,Focused,2,All-Hands Sync,HR,1,2,50%,MGR354,2,No,Done,Ready for submission,"Figma, Power BI"
752,EMP151,10/13/2025,Write report,"2,3","2,8",Medium,5,Tired,1,All-Hands Sync,Analytics,2,3,50%,MGR376,7,Yes,Done,UI feedback pending,"Figma, Power BI"
753,EMP67,09/29/2025,Team meeting,"2,4","2,2",High,1,Tired,8,CRM Update,Analytics,2,4,25%,MGR405,3,No,Done,Good team engagement,"Figma, Power BI"
754,EMP84,09/24/2025,Bug fixing,"1,2","1,4",Medium,3,Happy,6,App QA Cycle,IT,2,2,0%,MGR412,12,No,Done,Good team engagement,"Zoom, Slack"
755,EMP131,09/17/2025,Team meeting,2,"2,1",Low,2,Stressed,4,All-Hands Sync,Analytics,0,3,75%,MGR384,2,Yes,Ongoing,Blocked by dependencies,"JIRA, PyCharm"
756,EMP190,09/25/2025,Write report,"2,9","2,7",Medium,4,Focused,8,Client Dashboard,IT,1,3,100%,MGR399,4,Yes,Done,Needed extra research,"VSCode, GitHub"
757,EMP59,09/28/2025,Write proposal,"2,8",3,High,7,Calm,1,Client Dashboard,HR,1,4,0%,MGR411,9,No,Delayed,Customer issue,"Word, Excel"
758,EMP129,09/24/2025,Write proposal,"2,7","3,2",High,6,Focused,3,CRM Update,HR,0,2,25%,MGR409,5,No,Ongoing,Code reviewed twice,"Figma, Power BI"
759,EMP148,10/06/2025,Code feature,"1,2","1,7",High,7,Focused,3,CRM Update,Analytics,0,3,0%,MGR370,5,Yes,Delayed,Needed extra research,Google Docs
760,EMP71,09/19/2025,Write report,"2,6","2,7",Medium,4,Focused,5,Client Dashboard,IT,0,2,75%,MGR422,2,No,Ongoing,Needed extra research,"Zoom, Slack"
761,EMP48,09/25/2025,Team meeting,"3,2","3,5",Medium,3,Tired,4,All-Hands Sync,Analytics,0,0,0%,MGR313,12,No,Done,Ready for submission,"JIRA, PyCharm"
762,EMP91,10/16/2025,Write proposal,"2,7","2,7",High,4,Calm,5,App QA Cycle,HR,1,2,0%,MGR324,12,Yes,Ongoing,Revision requested,"VSCode, GitHub"
763,EMP104,09/28/2025,Design dashboard,"2,6","2,4",Medium,6,Focused,9,New Project RFP,HR,0,5,50%,MGR353,11,No,Done,Code reviewed twice,"VSCode, GitHub"
764,EMP181,10/10/2025,Write proposal,2,"2,1",High,1,Focused,4,CRM Update,QA,0,0,100%,MGR387,6,No,Done,Revision requested,"Figma, Power BI"
765,EMP59,09/18/2025,Code feature,"2,6","3,1",High,4,Focused,5,New Project RFP,HR,1,3,0%,MGR411,3,No,Delayed,Revision requested,Google Docs
766,EMP25,09/22/2025,Write proposal,"2,8","2,6",Medium,6,Calm,5,Q4 Review Report,Sales,0,5,25%,MGR401,9,Yes,Done,Customer issue,Google Docs
767,EMP118,10/04/2025,Bug fixing,"2,3","2,5",Medium,5,Happy,4,CRM Update,Analytics,0,4,25%,MGR302,14,No,Ongoing,Revision requested,"Zoom, Slack"
768,EMP97,10/14/2025,Code feature,"3,6","3,4",Medium,6,Happy,9,Q4 Review Report,IT,0,0,100%,MGR360,6,Yes,Ongoing,Good team engagement,"Zoom, Slack"
769,EMP54,09/25/2025,Write report,1,"1,5",Low,2,Calm,9,Q4 Review Report,Analytics,2,2,100%,MGR394,7,Yes,Ongoing,Revision requested,"Zoom, Slack"
770,EMP54,09/30/2025,Write proposal,"2,6","2,8",Medium,3,Stressed,1,All-Hands Sync,IT,2,2,25%,MGR365,2,Yes,Ongoing,Follow up required,"Figma, Power BI"
771,EMP85,10/14/2025,Design dashboard,"1,2",1,Low,5,Focused,4,App QA Cycle,IT,1,2,25%,MGR401,4,No,Done,Follow up required,"Zoom, Slack"
772,EMP57,10/15/2025,Bug fixing,"2,1","1,9",High,4,Calm,8,CRM Update,IT,0,4,75%,MGR346,12,No,Done,Ready for submission,"VSCode, GitHub"
773,EMP65,10/13/2025,Bug fixing,"1,3","1,1",Low,5,Calm,2,CRM Update,Analytics,1,1,75%,MGR403,3,Yes,Ongoing,Needed extra research,Google Docs
774,EMP45,09/29/2025,Bug fixing,"2,4","2,4",High,1,Stressed,1,CRM Update,IT,0,2,25%,MGR303,14,Yes,Done,Revision requested,"Figma, Power BI"
775,EMP106,10/14/2025,Design dashboard,"2,7",3,High,2,Calm,8,New Project RFP,QA,0,2,50%,MGR422,4,Yes,Done,Revision requested,"Figma, Power BI"
776,EMP88,10/07/2025,Write proposal,4,"4,1",High,1,Stressed,2,New Project RFP,HR,0,4,75%,MGR336,2,Yes,Done,Blocked by dependencies,"JIRA, PyCharm"
777,EMP118,09/21/2025,Team meeting,"1,3","1,2",Low,3,Calm,7,Client Dashboard,Analytics,1,1,0%,MGR357,3,No,Delayed,Code reviewed twice,Google Docs
778,EMP105,09/20/2025,Team meeting,"2,3","2,8",High,1,Focused,3,CRM Update,QA,2,2,100%,MGR346,12,No,Done,Ready for submission,Google Docs
779,EMP93,09/28/2025,Write report,"3,2","3,2",Medium,4,Happy,5,Client Dashboard,Analytics,0,1,25%,MGR381,4,No,Delayed,Customer issue,"Word, Excel"
780,EMP48,10/05/2025,Bug fixing,"1,3","1,1",Low,3,Calm,2,All-Hands Sync,IT,0,3,50%,MGR381,9,No,Delayed,Follow up required,Google Docs
781,EMP182,09/27/2025,Code feature,"1,9",2,Low,2,Tired,7,New Project RFP,QA,2,4,75%,MGR358,8,Yes,Ongoing,Follow up required,Google Docs
782,EMP167,10/11/2025,Design dashboard,"1,9","1,7",Low,2,Stressed,4,All-Hands Sync,Analytics,0,0,50%,MGR421,4,Yes,Done,UI feedback pending,"Zoom, Slack"
783,EMP55,09/26/2025,Bug fixing,"2,8","2,8",High,7,Focused,7,CRM Update,IT,0,0,25%,MGR330,13,Yes,Delayed,Needed extra research,"Figma, Power BI"
784,EMP128,09/28/2025,Write report,"3,7","3,6",Low,1,Focused,2,App QA Cycle,Sales,0,0,25%,MGR393,4,Yes,Done,Code reviewed twice,"Word, Excel"
785,EMP165,10/13/2025,Bug fixing,"2,3","2,3",High,7,Calm,8,Client Dashboard,IT,2,4,50%,MGR420,8,No,Delayed,Needed extra research,"Zoom, Slack"
786,EMP48,09/21/2025,Write report,"2,2","2,5",Low,1,Focused,3,New Project RFP,IT,0,3,75%,MGR416,10,No,Ongoing,Revision requested,"Zoom, Slack"
787,EMP78,09/30/2025,Code feature,"1,7","1,8",Medium,1,Focused,7,CRM Update,IT,1,4,0%,MGR356,8,Yes,Ongoing,Revision requested,Google Docs
788,EMP39,10/13/2025,Design dashboard,"3,4","3,9",Medium,4,Happy,7,App QA Cycle,IT,0,2,75%,MGR349,6,Yes,Done,Code reviewed twice,"Zoom, Slack"
789,EMP174,10/11/2025,Team meeting,"1,3","1,1",High,2,Happy,3,New Project RFP,Analytics,0,1,100%,MGR302,14,No,Done,Revision requested,"VSCode, GitHub"
790,EMP183,10/16/2025,Write report,"3,9","3,8",High,3,Stressed,10,New Project RFP,Analytics,2,3,0%,MGR312,7,Yes,Delayed,Needed extra research,"Zoom, Slack"
791,EMP92,10/17/2025,Bug fixing,"3,8",4,Low,2,Happy,7,Client Dashboard,HR,0,5,0%,MGR384,8,Yes,Ongoing,Good team engagement,"Word, Excel"
792,EMP170,10/12/2025,Bug fixing,"3,7","3,8",Medium,5,Stressed,5,CRM Update,IT,2,3,0%,MGR323,13,Yes,Done,Good team engagement,"Figma, Power BI"
793,EMP61,10/17/2025,Write proposal,"1,5","1,8",Low,6,Focused,9,All-Hands Sync,QA,0,2,50%,MGR392,11,No,Done,Follow up required,"VSCode, GitHub"
794,EMP73,10/06/2025,Write proposal,"1,2","1,5",High,2,Focused,8,Q4 Review Report,Analytics,0,2,100%,MGR322,9,Yes,Delayed,UI feedback pending,"VSCode, GitHub"
795,EMP95,09/22/2025,Write report,"3,5","3,3",Medium,5,Happy,6,Q4 Review Report,Analytics,0,5,75%,MGR366,9,No,Delayed,Good team engagement,"Word, Excel"
796,EMP165,10/02/2025,Write report,"2,8","3,3",Medium,7,Happy,7,App QA Cycle,Sales,2,1,75%,MGR393,10,No,Delayed,Code reviewed twice,"Figma, Power BI"
797,EMP125,10/03/2025,Bug fixing,"1,4","1,6",Medium,6,Stressed,10,Client Dashboard,Analytics,2,1,100%,MGR302,4,Yes,Delayed,Follow up required,"VSCode, GitHub"
798,EMP165,09/29/2025,Write report,"1,5","1,6",High,4,Tired,2,All-Hands Sync,QA,1,5,100%,MGR419,3,Yes,Done,Code reviewed twice,"JIRA, PyCharm"
799,EMP130,09/23/2025,Bug fixing,"1,1","1,2",Medium,1,Happy,6,New Project RFP,QA,0,5,75%,MGR329,6,No,Done,Revision requested,"VSCode, GitHub"
800,EMP140,09/21/2025,Design dashboard,"3,3","3,1",High,3,Focused,1,New Project RFP,QA,0,2,75%,MGR421,5,Yes,Done,Needed extra research,"Figma, Power BI"
801,EMP128,09/25/2025,Team meeting,"3,4","3,2",Low,2,Stressed,3,Q4 Review Report,HR,1,0,50%,MGR415,15,No,Ongoing,Blocked by dependencies,"Figma, Power BI"
802,EMP86,09/22/2025,Write report,"3,9","3,9",High,4,Happy,5,CRM Update,IT,1,3,75%,MGR421,10,Yes,Ongoing,Follow up required,"Zoom, Slack"
803,EMP197,10/05/2025,Bug fixing,"2,6","2,9",High,5,Focused,4,Q4 Review Report,Sales,2,1,50%,MGR381,2,Yes,Delayed,Good team engagement,"JIRA, PyCharm"
804,EMP101,09/20/2025,Design dashboard,4,"4,5",Medium,3,Focused,1,App QA Cycle,IT,2,3,100%,MGR324,2,Yes,Ongoing,Blocked by dependencies,"JIRA, PyCharm"
805,EMP198,10/04/2025,Code feature,"1,8",2,Low,4,Calm,6,CRM Update,IT,2,4,0%,MGR394,15,No,Done,Ready for submission,"Zoom, Slack"
806,EMP148,10/13/2025,Write report,"3,3","3,1",Low,4,Tired,7,App QA Cycle,HR,1,4,75%,MGR385,3,Yes,Delayed,Follow up required,"Zoom, Slack"
807,EMP65,10/04/2025,Write proposal,4,"4,2",High,5,Tired,7,All-Hands Sync,QA,2,2,100%,MGR325,3,Yes,Done,Needed extra research,Google Docs
808,EMP125,09/20/2025,Bug fixing,"3,4","3,2",Low,7,Focused,9,Q4 Review Report,QA,2,4,0%,MGR374,15,No,Done,Blocked by dependencies,"JIRA, PyCharm"
809,EMP161,09/29/2025,Write report,"2,9","3,4",High,7,Tired,2,All-Hands Sync,QA,1,5,75%,MGR301,7,Yes,Ongoing,Ready for submission,"Zoom, Slack"
810,EMP188,09/25/2025,Team meeting,"2,6","2,6",Medium,6,Calm,1,App QA Cycle,Analytics,0,0,25%,MGR395,15,No,Delayed,Good team engagement,Google Docs
811,EMP130,09/24/2025,Write proposal,"3,7","4,2",Medium,2,Focused,7,Q4 Review Report,Sales,1,1,75%,MGR344,8,No,Ongoing,Good team engagement,"JIRA, PyCharm"
812,EMP79,09/20/2025,Design dashboard,"1,3","1,3",High,5,Stressed,10,App QA Cycle,HR,2,1,50%,MGR352,3,Yes,Done,Follow up required,"Word, Excel"
813,EMP180,10/11/2025,Write proposal,"2,2","2,4",High,1,Focused,9,Q4 Review Report,Sales,1,0,25%,MGR416,12,No,Done,Blocked by dependencies,"Figma, Power BI"
814,EMP76,09/26/2025,Code feature,"1,4","1,4",Low,7,Calm,7,All-Hands Sync,Analytics,1,0,25%,MGR305,12,Yes,Done,Customer issue,Google Docs
815,EMP51,09/20/2025,Code feature,"1,1","1,2",Medium,3,Calm,2,Q4 Review Report,QA,1,1,75%,MGR325,9,Yes,Delayed,Code reviewed twice,"JIRA, PyCharm"
816,EMP180,09/19/2025,Code feature,"3,6","3,6",Low,4,Tired,6,Client Dashboard,QA,0,1,50%,MGR302,4,Yes,Done,UI feedback pending,"Zoom, Slack"
817,EMP143,10/06/2025,Write proposal,2,2,Low,1,Calm,9,Client Dashboard,HR,0,1,100%,MGR307,10,Yes,Ongoing,Revision requested,"VSCode, GitHub"
818,EMP75,10/14/2025,Team meeting,"2,7","2,9",High,2,Stressed,6,CRM Update,IT,0,5,25%,MGR368,6,No,Done,Code reviewed twice,"Zoom, Slack"
819,EMP161,10/07/2025,Team meeting,"1,8","2,1",Medium,6,Tired,7,New Project RFP,QA,0,2,25%,MGR350,12,No,Delayed,Code reviewed twice,Google Docs
820,EMP170,09/26/2025,Code feature,"2,1","2,3",High,6,Tired,7,App QA Cycle,QA,2,5,50%,MGR381,11,Yes,Ongoing,Follow up required,"JIRA, PyCharm"
821,EMP71,10/05/2025,Team meeting,"3,2","3,3",Medium,6,Stressed,8,CRM Update,Analytics,2,2,100%,MGR404,6,No,Delayed,Needed extra research,"Word, Excel"
822,EMP66,10/12/2025,Team meeting,"2,6","3,1",Medium,7,Calm,6,CRM Update,Analytics,0,5,50%,MGR395,4,No,Done,Needed extra research,"Zoom, Slack"
823,EMP196,09/17/2025,Design dashboard,"1,7","2,2",Medium,2,Tired,10,All-Hands Sync,IT,2,0,75%,MGR372,11,Yes,Ongoing,Blocked by dependencies,"Word, Excel"
824,EMP163,09/25/2025,Design dashboard,"3,7","4,2",Low,7,Stressed,10,Client Dashboard,QA,2,3,50%,MGR381,5,Yes,Done,Customer issue,"JIRA, PyCharm"
825,EMP31,09/25/2025,Bug fixing,"3,6","4,1",High,1,Tired,3,New Project RFP,HR,2,3,25%,MGR305,6,Yes,Ongoing,Audit scheduled,"Word, Excel"
826,EMP138,09/26/2025,Code feature,"2,4","2,9",Medium,1,Focused,9,Q4 Review Report,HR,2,0,0%,MGR420,3,No,Ongoing,Ready for submission,"Zoom, Slack"
827,EMP101,10/11/2025,Team meeting,"3,7","3,9",Medium,1,Focused,6,App QA Cycle,Sales,0,3,50%,MGR416,9,Yes,Delayed,Audit scheduled,"Word, Excel"
828,EMP27,09/24/2025,Write report,2,"2,1",High,2,Stressed,6,Client Dashboard,QA,0,1,0%,MGR348,13,No,Ongoing,Needed extra research,"Figma, Power BI"
829,EMP33,09/25/2025,Write report,"2,6","3,1",High,1,Happy,2,All-Hands Sync,HR,2,4,75%,MGR369,13,Yes,Done,Audit scheduled,"JIRA, PyCharm"
830,EMP50,09/21/2025,Team meeting,"1,8","1,6",High,7,Focused,7,Client Dashboard,QA,2,0,100%,MGR361,11,No,Ongoing,Customer issue,"Zoom, Slack"
831,EMP102,10/11/2025,Design dashboard,"2,6","2,9",Medium,2,Stressed,5,All-Hands Sync,Analytics,1,4,25%,MGR352,13,Yes,Done,Customer issue,"Word, Excel"
832,EMP74,09/17/2025,Design dashboard,"3,6","3,8",High,4,Tired,4,App QA Cycle,Analytics,1,1,100%,MGR380,14,No,Ongoing,Customer issue,"Figma, Power BI"
833,EMP59,10/14/2025,Write proposal,"1,5",2,High,2,Calm,6,App QA Cycle,QA,2,4,25%,MGR402,5,Yes,Delayed,Follow up required,"VSCode, GitHub"
834,EMP195,09/26/2025,Write proposal,"3,5","3,5",Low,1,Calm,8,Q4 Review Report,Analytics,0,0,75%,MGR347,6,Yes,Delayed,Revision requested,"JIRA, PyCharm"
835,EMP110,09/25/2025,Write report,"3,8","4,1",Low,1,Happy,7,CRM Update,IT,1,4,75%,MGR430,7,Yes,Delayed,Ready for submission,"Zoom, Slack"
836,EMP45,09/18/2025,Design dashboard,"2,9","2,7",Medium,6,Tired,4,All-Hands Sync,IT,1,1,100%,MGR370,10,No,Ongoing,Follow up required,"Word, Excel"
837,EMP194,09/18/2025,Design dashboard,"1,6","2,1",High,1,Calm,2,Q4 Review Report,Analytics,2,2,25%,MGR316,10,Yes,Delayed,Blocked by dependencies,Google Docs
838,EMP199,10/09/2025,Bug fixing,"3,6","3,7",Medium,4,Stressed,4,Client Dashboard,HR,1,1,25%,MGR352,7,No,Ongoing,Audit scheduled,"Zoom, Slack"
839,EMP20,09/20/2025,Code feature,"2,4","2,3",Low,6,Focused,8,Client Dashboard,HR,2,1,25%,MGR380,12,Yes,Done,Good team engagement,"Zoom, Slack"
840,EMP136,09/21/2025,Write report,"3,5","3,6",Low,4,Tired,6,Q4 Review Report,IT,1,0,25%,MGR302,11,No,Delayed,Audit scheduled,"Word, Excel"
841,EMP145,10/14/2025,Code feature,"3,5",4,Medium,1,Stressed,1,New Project RFP,HR,0,4,100%,MGR342,14,Yes,Done,Code reviewed twice,"Zoom, Slack"
842,EMP105,10/01/2025,Bug fixing,"3,2","3,1",Low,3,Focused,5,Client Dashboard,QA,1,2,75%,MGR303,15,No,Delayed,UI feedback pending,Google Docs
843,EMP189,10/14/2025,Write proposal,1,"1,1",Medium,1,Happy,9,Client Dashboard,Analytics,0,3,25%,MGR336,7,No,Done,Blocked by dependencies,Google Docs
844,EMP198,09/30/2025,Team meeting,"3,5",4,High,6,Stressed,4,App QA Cycle,Analytics,1,5,100%,MGR415,10,Yes,Delayed,UI feedback pending,"Zoom, Slack"
845,EMP120,10/05/2025,Bug fixing,"1,8","1,9",Medium,3,Calm,1,New Project RFP,Sales,2,2,100%,MGR331,8,No,Ongoing,UI feedback pending,"Zoom, Slack"
846,EMP48,09/17/2025,Bug fixing,"1,9","1,7",Low,2,Tired,3,New Project RFP,HR,2,4,25%,MGR377,9,No,Done,Ready for submission,"Word, Excel"
847,EMP136,09/18/2025,Code feature,2,2,Medium,7,Focused,2,Q4 Review Report,QA,1,0,75%,MGR390,12,Yes,Done,Ready for submission,"VSCode, GitHub"
848,EMP109,10/15/2025,Team meeting,"2,9","2,8",Low,6,Focused,3,Q4 Review Report,HR,0,5,25%,MGR410,11,Yes,Delayed,Blocked by dependencies,"Word, Excel"
849,EMP141,10/16/2025,Team meeting,"2,1","2,6",High,7,Tired,7,App QA Cycle,Analytics,1,2,100%,MGR379,4,No,Ongoing,UI feedback pending,Google Docs
850,EMP55,10/08/2025,Code feature,"3,3","3,1",Medium,2,Tired,9,CRM Update,HR,1,0,50%,MGR418,10,Yes,Delayed,Follow up required,"Word, Excel"
851,EMP55,10/03/2025,Bug fixing,"1,9","1,8",Low,3,Focused,6,App QA Cycle,HR,1,3,75%,MGR405,9,Yes,Ongoing,Needed extra research,"JIRA, PyCharm"
852,EMP42,10/11/2025,Code feature,"2,6","2,7",Low,3,Calm,10,New Project RFP,HR,0,4,100%,MGR375,2,No,Done,Follow up required,"Figma, Power BI"
853,EMP21,10/01/2025,Write proposal,2,"2,3",Medium,7,Stressed,2,Q4 Review Report,HR,2,0,50%,MGR324,15,No,Ongoing,Customer issue,"Figma, Power BI"
854,EMP104,10/14/2025,Write report,"1,5",2,High,6,Focused,9,Client Dashboard,Analytics,2,1,100%,MGR336,10,No,Done,Blocked by dependencies,"Figma, Power BI"
855,EMP183,10/14/2025,Code feature,"1,3","1,6",Medium,6,Happy,1,App QA Cycle,Sales,2,1,0%,MGR317,2,Yes,Ongoing,Code reviewed twice,Google Docs
856,EMP44,09/24/2025,Code feature,"1,5","1,8",High,4,Stressed,9,App QA Cycle,QA,0,0,50%,MGR403,9,Yes,Done,Revision requested,"Zoom, Slack"
857,EMP176,10/08/2025,Bug fixing,"1,2","1,4",Low,5,Stressed,7,CRM Update,Analytics,0,1,25%,MGR343,10,Yes,Delayed,Customer issue,"Zoom, Slack"
858,EMP94,10/08/2025,Write report,"1,5","1,8",Low,4,Happy,5,App QA Cycle,QA,2,0,75%,MGR406,15,No,Done,Needed extra research,"Zoom, Slack"
859,EMP137,09/20/2025,Write proposal,"1,2","1,3",Medium,1,Focused,5,Q4 Review Report,Sales,1,0,50%,MGR335,9,No,Delayed,Needed extra research,"VSCode, GitHub"
860,EMP111,10/03/2025,Write proposal,"2,4","2,2",High,3,Focused,7,New Project RFP,Analytics,0,5,25%,MGR390,12,No,Delayed,Good team engagement,"Zoom, Slack"
861,EMP188,09/26/2025,Bug fixing,"2,9","3,1",High,7,Tired,7,App QA Cycle,Sales,2,1,100%,MGR429,14,No,Done,UI feedback pending,Google Docs
862,EMP168,09/28/2025,Write proposal,"3,6","3,4",Low,7,Tired,2,Q4 Review Report,Analytics,2,1,25%,MGR324,12,Yes,Delayed,Customer issue,"Zoom, Slack"
863,EMP79,10/11/2025,Design dashboard,"3,9","4,4",High,1,Calm,7,App QA Cycle,Analytics,0,4,50%,MGR329,2,Yes,Delayed,UI feedback pending,Google Docs
864,EMP181,10/13/2025,Write report,"2,3","2,5",High,3,Stressed,8,App QA Cycle,IT,2,4,100%,MGR351,5,No,Delayed,Customer issue,"Figma, Power BI"
865,EMP93,09/24/2025,Code feature,"1,4","1,9",Low,2,Tired,9,CRM Update,Analytics,2,0,0%,MGR352,2,Yes,Done,UI feedback pending,"JIRA, PyCharm"
866,EMP165,10/04/2025,Write report,"2,2","2,7",Medium,2,Focused,8,CRM Update,IT,2,3,100%,MGR390,7,Yes,Done,Customer issue,"JIRA, PyCharm"
867,EMP180,09/29/2025,Write report,"1,1",1,Low,1,Calm,9,All-Hands Sync,Analytics,0,3,25%,MGR313,11,No,Done,Blocked by dependencies,"Zoom, Slack"
